epoch,loss,val_loss
0,3.49271559715271,3.6599550247192383
1,3.05338978767395,3.717297315597534
2,2.770364284515381,3.694812059402466
3,2.5812134742736816,3.273597002029419
4,2.378727436065674,2.701322555541992
5,2.143415927886963,2.2225117683410645
6,1.894019365310669,1.6862269639968872
7,1.4528802633285522,1.6541016101837158
8,1.2802811861038208,1.7694177627563477
9,1.0841046571731567,1.349856972694397
10,1.1309449672698975,1.4696979522705078
11,0.9370007514953613,1.301515817642212
12,0.8612159490585327,1.3706064224243164
13,0.778792679309845,1.3293812274932861
14,0.7575457096099854,1.2574963569641113
15,0.733724057674408,1.2727456092834473
16,0.6700711846351624,1.2671020030975342
17,0.6138255596160889,1.2134438753128052
18,0.5702527761459351,1.121842861175537
19,0.5255089998245239,1.1456142663955688
20,0.5355181097984314,1.084533452987671
21,0.5280123949050903,1.0404735803604126
22,0.49469125270843506,1.0267305374145508
23,0.4877327084541321,1.0947562456130981
24,0.4474237859249115,1.0363165140151978
25,0.41302773356437683,1.03357994556427
26,0.35806503891944885,0.956376850605011
27,0.32424449920654297,1.0319746732711792
28,0.31003332138061523,0.9644625186920166
29,0.279694527387619,0.9699034690856934
30,0.2815982699394226,0.977820098400116
31,0.25938743352890015,1.0125863552093506
32,0.24459612369537354,0.8987213373184204
33,0.19428467750549316,0.9708501696586609
34,0.19944794476032257,0.940593957901001
35,0.1881353110074997,0.883190393447876
36,0.16149190068244934,1.0051616430282593
37,0.19204886257648468,0.9918599724769592
38,0.20299430191516876,0.9573352336883545
39,0.1767933964729309,0.9297782778739929
40,0.14599022269248962,0.9352669715881348
41,0.14319360256195068,0.9677262306213379
42,0.15228475630283356,0.9677810072898865
43,0.13782885670661926,1.0062332153320312
44,0.14911825954914093,1.0690712928771973
45,0.13518448173999786,0.9015957713127136
46,0.1255297213792801,1.0022337436676025
47,0.10816749930381775,0.9440160393714905
48,0.11241663992404938,0.961443305015564
49,0.09565988928079605,0.9992133378982544
50,0.1492362916469574,0.9346257448196411
51,0.11330312490463257,1.0606623888015747
52,0.09893487393856049,0.9842813611030579
53,0.09094123542308807,0.9940410256385803
54,0.1561204195022583,0.9848992228507996
55,0.0966142788529396,0.9174768924713135
56,0.07885958254337311,0.9831777811050415
57,0.0855848491191864,0.9493201375007629
58,0.07667949050664902,0.9647811651229858
59,0.06547128409147263,1.0853430032730103
60,0.06635364890098572,0.9416130781173706
61,0.06776238977909088,0.9905248880386353
62,0.06102624908089638,1.1010546684265137
63,0.06273466348648071,1.0046069622039795
64,0.09315631538629532,0.960636556148529
65,0.06707722693681717,0.9830546975135803
66,0.06213509291410446,1.031388521194458
67,0.05980880558490753,1.1064786911010742
68,0.055127810686826706,1.051660418510437
69,0.05979810282588005,1.0251834392547607
70,0.06561527401208878,1.0233776569366455
71,0.05220453068614006,1.0554289817810059
72,0.056276772171258926,1.0541776418685913
73,0.09179463237524033,0.9897840619087219
74,0.0635918453335762,1.0048043727874756
75,0.05922368913888931,1.0589725971221924
76,0.08127797394990921,0.954351544380188
