epoch,loss,val_loss
0,1.0542691946029663,1.1176350116729736
1,0.9273045063018799,11107741.0
2,0.999465823173523,3239035.75
3,0.8787162899971008,10.243966102600098
4,0.9682914018630981,1.180301308631897
5,1.014796257019043,18152.068359375
6,0.6518347859382629,4942182.5
7,0.6737521290779114,0.761669397354126
8,0.5503737330436707,2330386.0
9,0.5162332057952881,0.517599880695343
10,0.45762717723846436,0.4606267213821411
11,0.4394832253456116,0.45787370204925537
12,0.4155336916446686,187695.3125
13,0.3963392674922943,355574.28125
14,0.38288232684135437,0.662346363067627
15,0.3743922710418701,0.5655646920204163
16,0.35340848565101624,0.5206109285354614
17,0.3472764790058136,0.6412656307220459
18,0.3374660611152649,1043.4898681640625
19,0.32023465633392334,81380.03125
20,0.3106933534145355,1513.20263671875
21,0.3064587414264679,0.5815274715423584
22,0.2874215543270111,0.7241668701171875
23,0.2742237150669098,43226.21875
24,0.2763758897781372,17918.96484375
25,0.2767734229564667,0.5759066939353943
26,0.26520317792892456,0.4569789469242096
27,0.24761393666267395,119750.890625
28,0.23903429508209229,216965.59375
29,0.22224444150924683,0.9925827383995056
30,0.19462941586971283,110404.3671875
31,0.2078762799501419,0.9565636515617371
32,0.19999340176582336,0.7356262803077698
33,0.16803885996341705,0.7208231687545776
34,0.16119927167892456,0.4467189610004425
35,0.1623900979757309,31662.322265625
36,0.15433871746063232,0.9331016540527344
37,0.14363373816013336,62465.6953125
38,0.13993163406848907,0.9121798276901245
39,0.14456748962402344,1.147498369216919
40,0.15232262015342712,0.46616825461387634
41,0.134023055434227,0.4035118520259857
42,0.1199851706624031,0.6067444086074829
43,0.111784428358078,0.7366176247596741
44,0.11605475097894669,0.5145803689956665
45,0.10880652815103531,0.8394637107849121
46,0.10086027532815933,15627.658203125
47,0.09762141853570938,0.9592018127441406
48,0.08621873706579208,1120.3218994140625
49,0.08614525943994522,0.5070784687995911
50,0.07918983697891235,287.5641784667969
51,0.08407419174909592,0.7421088218688965
52,0.07367479801177979,0.7919524908065796
53,0.07071548700332642,27432.064453125
54,0.07195596396923065,0.4104940891265869
55,0.0681031197309494,0.903290331363678
56,0.06572728604078293,1.0853691101074219
57,0.06478791683912277,0.536392092704773
58,0.06590905785560608,0.7139961123466492
59,0.057204462587833405,7630.5078125
60,0.06595500558614731,9033.1318359375
61,0.062202561646699905,4097.5439453125
62,0.06275580078363419,0.6520261764526367
63,0.05726673826575279,1.0513906478881836
64,0.06376617401838303,24430.125
