epoch,loss,val_loss
0,3.726691246032715,3.719071388244629
1,3.314865827560425,29.86622428894043
2,2.631078004837036,2.8960988521575928
3,2.5095300674438477,2.7736611366271973
4,2.4141809940338135,2.5252416133880615
5,2.362948179244995,2.1100525856018066
6,2.9672014713287354,2.8189940452575684
7,2.586984395980835,2.249019145965576
8,2.2562782764434814,2.330496311187744
9,1.9154869318008423,2.146245002746582
10,1.8556305170059204,1.9054185152053833
11,1.5535888671875,1.5356621742248535
12,1.1915483474731445,1.340470314025879
13,1.1130770444869995,1.3895328044891357
14,1.071313738822937,1.332917332649231
15,0.9491119384765625,1.2514023780822754
16,0.9076952934265137,1.3133392333984375
17,0.8321171998977661,1.2485014200210571
18,0.824112594127655,1.2839769124984741
19,0.7344116568565369,1.201095461845398
20,0.7718315720558167,1.134402871131897
21,0.7017369866371155,1.1197123527526855
22,0.6437460780143738,1.0468794107437134
23,0.5926018953323364,1.0378434658050537
24,0.5300591588020325,0.9764719009399414
25,0.5627374053001404,0.9671907424926758
26,0.5521280169487,0.957399308681488
27,0.5460280179977417,0.9490346908569336
28,0.4824197590351105,1.0627325773239136
29,0.45086488127708435,0.9657310247421265
30,0.46272191405296326,0.9431071877479553
31,0.4247930347919464,0.9017081260681152
32,0.3879687488079071,0.9287646412849426
33,0.39958664774894714,0.8777245283126831
34,0.3575967848300934,0.8503066897392273
35,0.3593522906303406,0.8969859480857849
36,0.3224489688873291,0.906122624874115
37,0.356339693069458,0.8197079300880432
38,0.29502031207084656,0.8380298018455505
39,0.2714293599128723,0.8359168171882629
40,0.333327978849411,0.8672358989715576
41,0.28054845333099365,0.8435961008071899
42,0.2372862696647644,0.7852226495742798
43,0.2448093146085739,0.7889871597290039
44,0.24636703729629517,0.7595517635345459
45,0.19978538155555725,0.7451519966125488
46,0.21468113362789154,0.7644933462142944
47,0.22752942144870758,0.756138801574707
48,0.1903497725725174,0.7477666735649109
49,0.17338186502456665,0.7017717957496643
50,0.1936796009540558,0.7846798300743103
51,0.16568385064601898,0.8093571662902832
52,0.14588209986686707,0.7401034832000732
53,0.13875772058963776,0.7622820734977722
54,0.13486327230930328,0.7980285882949829
55,0.14764529466629028,0.7994830012321472
56,0.16401919722557068,0.7648546099662781
57,0.12377498298883438,0.7691718339920044
58,0.12302428483963013,0.7945340275764465
59,0.1218537762761116,0.7814599871635437
60,0.10481094568967819,0.8143453001976013
61,0.106803759932518,0.7717722654342651
62,0.09594854712486267,0.8484265208244324
63,0.10763037949800491,0.7745386958122253
64,0.1229720190167427,0.8783029317855835
65,0.09770744293928146,0.825406551361084
66,0.0833844542503357,0.7569953799247742
67,0.08342296630144119,0.8973775506019592
68,0.09351684898138046,0.8759046792984009
69,0.08367324620485306,0.8213613033294678
70,0.08420983701944351,0.8502957820892334
71,0.0769132599234581,0.7618182301521301
72,0.07654544711112976,0.8195995688438416
73,0.06930820643901825,0.8077936172485352
74,0.07783148437738419,0.7820591330528259
75,0.06490994244813919,0.8669180870056152
76,0.07545782625675201,0.836652398109436
77,0.07828009873628616,0.8491250872612
78,0.0738021731376648,0.7661377787590027
79,0.07838793843984604,0.7971311211585999
80,0.06498902291059494,0.8229677081108093
