epoch,loss,val_loss
0,3.805819034576416,3.8569953441619873
1,3.744422435760498,3.7979795932769775
2,3.6621594429016113,3.7527265548706055
3,3.586829900741577,3.648423910140991
4,3.3862318992614746,3.4685862064361572
5,3.3617265224456787,3.4187121391296387
6,3.3717761039733887,3.4611401557922363
7,3.3831424713134766,3.4488401412963867
8,3.308043956756592,3.445373773574829
9,3.3709957599639893,3.445096492767334
10,3.3324413299560547,3.447150945663452
11,3.37628173828125,3.449028491973877
12,3.3068785667419434,3.4333014488220215
13,3.3548946380615234,3.4162604808807373
14,3.345734119415283,3.4375946521759033
15,3.3589394092559814,3.4262757301330566
16,3.3284618854522705,3.4031355381011963
17,3.358099937438965,3.410935401916504
