epoch,loss,val_loss
0,3.7575697898864746,3.788377523422241
1,3.5769948959350586,3.4940664768218994
2,3.027557849884033,2.845367670059204
3,2.4111123085021973,2.5112006664276123
4,2.0540592670440674,3.919072389602661
5,1.835545539855957,24.264596939086914
6,1.6621053218841553,1.8923736810684204
7,1.590303659439087,1.853032112121582
8,1.5003411769866943,29.222803115844727
9,1.4120606184005737,23.830995559692383
10,1.353607416152954,2.459409236907959
11,1.2080349922180176,11.943840026855469
12,1.3521161079406738,4.4304304122924805
13,1.1048004627227783,1.6057356595993042
14,1.0520955324172974,25.4429988861084
15,0.9530630707740784,2.9571473598480225
16,0.9120696187019348,2.3712334632873535
17,0.8840693235397339,1.6860508918762207
18,0.8098283410072327,1.7813700437545776
19,0.7905823588371277,3.0638532638549805
20,0.7299581170082092,2.599792242050171
21,0.6866506934165955,1.6304373741149902
22,0.642094612121582,1.4538711309432983
23,0.6381829380989075,1.3003042936325073
24,0.6154229044914246,1.6037333011627197
25,0.5699644088745117,2.200110673904419
26,0.5488442182540894,1.2364383935928345
27,0.5251527428627014,1.452561616897583
28,0.5005613565444946,1.2649062871932983
29,0.51182621717453,1.217362642288208
30,0.45500534772872925,1.3799538612365723
31,0.4693417251110077,1.3734196424484253
32,0.44565674662590027,1.7504243850708008
33,0.4169480502605438,1.2381138801574707
34,0.42915764451026917,1.1603988409042358
35,0.4124833941459656,1.1317570209503174
36,0.40151405334472656,1.2542871236801147
37,0.3571501076221466,1.1327931880950928
38,0.36739519238471985,1.2164949178695679
39,0.3593858778476715,1.0676991939544678
40,0.3227498531341553,1.0557702779769897
41,0.33698099851608276,1.041846513748169
42,0.32708266377449036,1.066983699798584
43,0.31096410751342773,1.033597707748413
44,0.30219176411628723,1.0437477827072144
45,0.29609745740890503,1.0391933917999268
46,0.27536699175834656,1.0752630233764648
47,0.289145290851593,1.0002671480178833
48,0.2602153420448303,1.0150388479232788
49,0.27571237087249756,1.0674861669540405
50,0.2644786238670349,1.0031810998916626
51,0.26836997270584106,1.0380877256393433
52,0.23925913870334625,1.0651676654815674
53,0.27569931745529175,0.9188867807388306
54,0.2382107973098755,0.991661012172699
55,0.24294421076774597,1.134604811668396
56,0.232266366481781,1.0402146577835083
57,0.24396172165870667,1.0050148963928223
58,0.22520583868026733,1.0019595623016357
59,0.2267269492149353,0.9614855647087097
60,0.21358364820480347,0.9264037609100342
61,0.20155929028987885,0.9698607921600342
62,0.18977175652980804,0.9898937940597534
63,0.19829408824443817,0.9796730875968933
64,0.20498885214328766,0.9431329965591431
65,0.20481449365615845,0.9938660264015198
66,0.19072245061397552,0.9746038317680359
67,0.19272081553936005,0.9351150989532471
