epoch,loss,val_loss
0,3.1616172790527344,86.11471557617188
1,1.8411664962768555,10.4943208694458
2,1.4742168188095093,1.7004843950271606
3,1.2349551916122437,1.347975492477417
4,1.0539665222167969,1.3599897623062134
5,0.9247527718544006,1.201966404914856
6,0.8109648823738098,1.1368235349655151
7,0.7469848990440369,1.0183076858520508
8,0.6656489372253418,0.9937777519226074
9,0.5931188464164734,0.9232553243637085
10,0.5553748607635498,0.9375242590904236
11,0.5112395286560059,0.871605634689331
12,0.47855955362319946,0.8813744783401489
13,0.4615018367767334,0.8658446073532104
14,0.42021292448043823,0.792908787727356
15,0.3838123083114624,0.8485381007194519
16,0.3702217936515808,0.8367302417755127
17,0.35495448112487793,0.8459348082542419
18,0.32084745168685913,0.8397852778434753
19,0.3107947111129761,0.8017569780349731
20,0.2941192388534546,0.7786316275596619
21,0.28656983375549316,0.8398050665855408
22,0.270211398601532,0.7761017084121704
23,0.25693002343177795,0.8989647030830383
24,0.2520962655544281,0.7877392768859863
25,0.23346340656280518,0.8113894462585449
26,0.2243172526359558,0.8390288352966309
27,0.21803027391433716,0.7809324860572815
28,0.20354703068733215,0.7641448378562927
29,0.20503473281860352,0.7878244519233704
30,0.19858141243457794,0.813273012638092
31,0.19240550696849823,0.8116120100021362
32,0.1841648370027542,0.8097311854362488
33,0.17913374304771423,0.8252618312835693
34,0.17422395944595337,0.8112420439720154
35,0.16868847608566284,0.7256216406822205
36,0.15965452790260315,0.7453248500823975
37,0.15590479969978333,0.7943918704986572
38,0.15054988861083984,0.7949057817459106
39,0.14647294580936432,0.7477535605430603
40,0.14624163508415222,0.7756683230400085
41,0.14306412637233734,0.8084896802902222
42,0.13587802648544312,0.8174446821212769
43,0.13365603983402252,0.7935088872909546
44,0.13074393570423126,0.7409906983375549
45,0.1233917698264122,0.7479924559593201
46,0.12498193234205246,0.8156086206436157
47,0.12283745408058167,0.8100873827934265
48,0.12218113988637924,0.790519654750824
49,0.11800744384527206,0.7559882402420044
50,0.10897780954837799,0.791292667388916
51,0.11307419836521149,0.788909375667572
52,0.10937318205833435,0.763466477394104
53,0.10952826589345932,0.7861191034317017
