,epoch,loss,val_loss
0,0,3.370664358139038,3.0744357109069824
1,1,2.3722898960113525,2.406800985336304
2,2,1.9274721145629885,2.1359448432922363
3,3,1.6994423866271973,1.921669602394104
4,4,1.4878125190734863,1.7777053117752075
5,5,1.377073049545288,1.777296781539917
6,6,1.198887825012207,1.6641087532043457
7,7,1.136081337928772,1.622231125831604
8,8,1.0438485145568848,1.6254078149795532
9,9,0.961060643196106,1.522672414779663
10,10,0.9302339553833008,1.5565987825393677
11,11,0.8732532858848572,1.5431795120239258
12,12,0.8029176592826843,1.5324870347976685
13,13,0.774754524230957,1.5351502895355225
14,14,0.7051374912261963,1.4470993280410769
15,15,0.714998185634613,1.461727738380432
16,16,0.6738974452018738,1.4456785917282104
17,17,0.6073784232139587,1.4376693964004517
18,18,0.5976659655570984,1.3919425010681152
19,19,0.5546026825904846,1.3991703987121582
20,20,0.5424704551696777,1.381558179855347
21,21,0.542352557182312,1.4108189344406128
22,22,0.5246784687042236,1.3814951181411743
23,23,0.4920517206192016,1.415055274963379
24,24,0.4790185689926147,1.3308134078979492
25,25,0.4639818072319031,1.308396816253662
26,26,0.4491675496101379,1.3021851778030396
27,27,0.4365310072898865,1.348481297492981
28,28,0.4134272634983063,1.3503122329711914
29,29,0.3914366960525512,1.3636661767959597
30,30,0.405328631401062,1.3980753421783447
31,31,0.3842365443706512,1.316422700881958
32,32,0.3830314576625824,1.3508987426757812
33,33,0.3691874146461487,1.2041817903518677
34,34,0.3635324537754059,1.31321120262146
35,35,0.3648251295089721,1.3029394149780271
36,36,0.3540746867656708,1.1838258504867554
37,37,0.3532507419586181,1.3312896490097046
38,38,0.3251130878925323,1.3247486352920532
39,39,0.3410592079162597,1.3181272745132446
40,40,0.334655225276947,1.266496181488037
41,41,0.3109348714351654,1.2408993244171145
42,42,0.3027745485305786,1.277491807937622
43,43,0.3016313910484314,1.2565546035766602
44,44,0.2819504737854004,1.2533005475997925
45,45,0.2824693322181701,1.1348514556884766
46,46,0.2689155638217926,1.200373649597168
47,47,0.2592893242835998,1.207535743713379
48,48,0.2817997634410858,1.18897545337677
49,49,0.2682235836982727,1.2322797775268557
50,50,0.2625700831413269,1.3120721578598022
51,51,0.2646836638450622,1.2107499837875366
52,52,0.2472745180130005,1.1947438716888428
53,53,0.2419078797101974,1.2025896310806274
54,54,0.2416598349809646,1.1794331073760986
55,55,0.232816457748413,1.2431151866912842
56,56,0.2473367899656295,1.1545490026474
57,57,0.2320146858692169,1.2491904497146606
58,58,0.227021038532257,1.1849545240402222
59,59,0.2262414246797561,1.2496386766433716
60,60,0.2335895150899887,1.1398745775222778
61,61,0.2374061048030853,1.1314709186553955
62,62,0.2140075117349624,1.1597850322723389
63,63,0.216460183262825,1.202948808670044
64,64,0.2033891230821609,1.1748850345611572
65,65,0.2094818204641342,1.1609574556350708
66,66,0.1896111667156219,1.1548844575881958
67,67,0.212775245308876,1.1279385089874268
68,68,0.2018758356571197,1.1594045162200928
69,69,0.2045339047908783,1.0833972692489624
70,70,0.186189517378807,1.1429156064987185
71,71,0.2011473625898361,1.135811448097229
72,72,0.1946917325258255,1.2076886892318726
73,73,0.2062031179666519,1.128505825996399
74,74,0.1845001429319381,1.127332329750061
75,75,0.1749069690704345,1.1439266204833984
76,76,0.1846538186073303,1.161179780960083
77,77,0.1782555431127548,1.1197431087493896
78,78,0.1657145172357559,1.1249525547027588
79,79,0.166390910744667,1.1128743886947632
80,80,0.1823581457138061,1.1212767362594604
81,81,0.1784401386976242,1.1611799001693726
82,82,0.1783122420310974,1.172932267189026
83,83,0.1801826953887939,1.0755833387374878
84,0.18300244212150574,1.0889368057250977
